RDO:;RDO NO. 34 - PACO - PANDACAN - STA. ANA;;;(FORMERLY RDO NO.  25  -  SOUTH MANILA);
VITO CRUZ;TAFT AVE - SINGALONG;CR;10,000.00;;
BARANGAY:;BARANGAY  729 ZONE  79;;;;
DOMINGA;VITO CRUZ-BOUNDARY;RR;2,700.00;;
SANDEJAS;VITO CRUZ-BOUNDARY;RR;5,000.00;;
SANDEJAS;VITO CRUZ-BOUNDARY;RC;20,000.00;;
TAFT AVENUE;VITO CRUZ BOUNDARY;CR;25,000.00;;
VITO CRUZ;TAFT AVE - DOMINGA;RR;5,000.00;;
VITO CRUZ;TAFT AVE - DOMINGA;CR;10,000.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;2,700.00;;
ALL OTHER STREETS;;RC;20,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
BARANGAY:;BARANGAY  730 ZONE  79;;;;
DOLORES;DOMINGA - SINGALONG;RR;2,700.00;;
DOMINGA;VITO CRUZ-BOUNDARY;RR;2,700.00;;
SINGALONG;VITO CRUZ-BOUNDARY;RR;5,000.00;;
SINGALONG;VITO CRUZ-BOUNDARY;CR;10,000.00;;
SINGALONG;VITO CRUZ-BOUNDARY;RC;20,000.00;;
VITO CRUZ;DOMINGA - EST TRIPA;RR;5,000.00;;
VITO CRUZ;DOMINGA - EST TRIPA;CR;10,000.00;;
BARANGAY:;BARANGAY  731 ZONE  80;;;;
A LINAO (DART);SAN ANDRES-ESGUERRA;RR;5,000.00;;
A LINAO (DART);SAN ANDRES-ESGUERRA;CR;10,000.00;;
SAN ANDRES;A LINAO-MUNOZ;RR;5,000.00;;
SAN ANDRES;A LINAO-MUNOZ;CR;10,000.00;;
SAN ANDRES;A LINAO-MUNOZ;RC;20,000.00;;
SAN ANDRES;A LINAO-MUNOZ;RR;2,400.00;;
VILLA ARAGON;A LINAO-MUNOZ;RR;2,400.00;;
ALL OTHER STREETS;;RR;2,400.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  732 ZONE  80;;;;
ARELLANO EXTENSION;MUNOZ-EST TRIPA;RR;2,400.00;;
GONZALO;MUNOZ-EST TRIPA;RR;2,400.00;;
MUNOZ;GONZALO-SAN ISIDRO;RR;2,400.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ALL OTHER STREETS;;RR;2,400.00;;
BARANGAY:;BARANGAY  733 ZONE  80;;;;
DAGONOY;SINGALONG-EST TRIPA;RR;3,400.00;;
ESTRADA;SINGALONG-EST TRIPA;RR;5,000.00;;
ESTRADA;SINGALONG-EST TRIPA;CR;10,000.00;;
ALL OTHER STREETS;;RR;5,400.00;;
ALL OTHER STREETS;;RR;10,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
BARANGAY:;BARANGAY  734 ZONE  80;;;;
P QUIRINO AVENUE;EST DE PACO-S SUPERHIGHWAY;CR;12,000.00;;
SOUTH SUPERHIGHWAY;EST DE PACO-S SUPERHIGHWAY;RR;5,000.00;;
SOUTH SUPERHIGHWAY;EST DE PACO-S SUPERHIGHWAY;CR;10,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
ALL OTHER STREETS;;RR;5,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
BARANGAY:;BARANGAY  735 ZONE  80;;;;
SOUTH SUPERHIGHWAY;;RR;5,000.00;;
SOUTH SUPERHIGHWAY;;CR;10,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
ALL OTHER STREETS;;RR;5,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
BARANGAY:;BARANGAY  736 ZONE  80;;;;
P QUIRINO AVENUE;EST DE PACO-A BAYAN;CR;12,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
ALL OTHER STREETS;;CR;12,000.00;;
BARANGAY:;BARANGAY  737 ZONE  80;;;;
SOUTH SUPERHIGHWAY;;CR;10,000.00;;
SOUTH SUPERHIGHWAY;;RR;5,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RR;5,000.00;;
BARANGAY:;BARANGAY  738 ZONE  80;;;;
SAN ANDRES;MUNOZ-EST DE TRIPA;RR;5,000.00;;
SAN ANDRES;;CR;10,000.00;;
SAN ANDRES;;RC;20,000.00;;
SOUTH SUPERHIGHWAY;;CR;10,000.00;;
ALL OTHER STREETS;;RR;5,000.00;;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RC;20,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
BARANGAY:;BARANGAY  739 ZONE  80;;;;
GONZALO;MUNOZ-END;RR;2,200.00;;
MUNOZ;SAN ANDRES-GONZALO;RR;2,200.00;;
SAN ANDRES;MUNOZ-EST DE TRIPA;RR;5,000.00;;
SAN ANDRES;MUNOZ-EST DE TRIPA;CR;10,000.00;;
SAN ANDRES;;RC;20,000.00;;
ALL OTHER STREETS;;RR;2,200.00;;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RC;20,000.00;;
ALL OTHER STREETS;;APD;0.00;APD UNDER RESOLUTION 1-90 OF TECHNICAL COMMITTEE ON REAL PROPERTY   VALUATION DULY APPROVED BY THE SECRETARY OF FINANCE DATED   JANUARY 23, 1990.;
BARANGAY:;BARANGAY  740 ZONE  80;;;;
ANAK BAYAN;;RR;2,700.00;;
ALL OTHER STREETS;;RR;2,700.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;BARANGAY  741 ZONE  80;;;;
ANAK BAYAN;;RR;2,500.00;;
P QUIRNINO AVENUE;;CR;12,000.00;;
ALL OTHER STREETS;;RR;2,500.00;;
ALL OTHER STREETS;;CR;12,000.00;;
ALL OTHER STREETS;;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
BARANGAY:;BARANGAY  742 ZONE  80;;;;
A LINAO;;CR;7,700.00;;
A LINAO;;RR;3,700.00;;
ANAK BAYAN;;RR;2,500.00;;
P QUIRINO;A LINAO-ANAK BAYAN;CR;12,000.00;;
ALL OTHER STREETS;;RR;2,500.00;;
ALL OTHER STREETS;;CR;12,000.00;;
BARANGAY:;BARANGAY  743 ZONE  80;;;;
A LINAO (DART);P QUIRINO-SAN ANDRES;RR;3,700.00;;
A LINAO (DART);P QUIRINO-SAN ANDRES;CR;7,700.00;;
P QUIRINO AVE;SINGALONG-A LINAO;CR;12,000.00;;
SAN ANDRES;SINGALONG-A LINAO;RR;5,000.00;;
SAN ANDRES;SINGALONG-A LINAO;CR;10,000.00;;
SAN ANDRES;SINGALONG-A LINAO;RC;20,000.00;;
SINGALONG;SINGALONG-A LINAO;RR;5,000.00;;
SINGALONG;SINGALONG-A LINAO;CR;10,000.00;;
SINGALONG;SINGALONG-A LINAO;RC;20,000.00;;
SMITH;P QUIRINO-SAN ANDRES;RR;2,700.00;;
BARANGAY:;BARANGAY  744 ZONE  80;;;;
A LINAO (DART);SAN ANDRES-ESGUERRA;RR;5,000.00;;
A LINAO (DART);SAN ANDRES-ESGUERRA;CR;10,000.00;;
ESGUERRA;SINGALONG-A LINAO;RR;2,700.00;;
SAN ANDRES;SINGALONG-A LINAO;RR;5,000.00;;
SAN ANDRES;SINGALONG-A LINAO;CR;10,000.00;;
SAN ANDRES;SINGALONG-A LINAO;RC;20,000.00;;
SINGALONG;SAN ANDRES-ESGUERRA;RR;5,000.00;;
SINGALONG;SAN ANDRES-ESGUERRA;CR;10,000.00;;
SINGALONG;SAN ANDRES-ESGUERRA;RC;20,000.00;;
ALL OTHER STREETS;;RR;2,700.00;;
ALL OTHER STREETS;;CR;10,000.00;;
ALL OTHER STREETS;;RC;20,000.00;;
BARANGAY:;BARANGAY  745 ZONE  81;;;;
ARELLANO AVENUE;F TORRES-CAMACHILE;RR;2,400.00;;
CAMACHILE;EST TRIPA-JACOBO;RR;2,400.00;;
F  TORRES;ARELLANO AVE-JACOBO;RR;5,000.00;;
F  TORRES;ARELLANO AVE-JACOBO;CR;10,000.00;;
JACOBO;F TORRES-CAMACHILE;RR;2,700.00;;
ALL OTHER STREETS;;RR;2,400.00;;
ALL OTHER STREETS;;CR;10,000.00;;
BARANGAY:;BARANGAY  746 ZONE  81;;;;
ARELLANO AVENUE;CAMACHILE-ESTRADA;RR;2,400.00;;
BAUTISTA;CAMACHILE-ESTRADA;RR;3,000.00;;
CAMACHILE;EST TRIPA-LEYTE;RR;2,400.00;;
CONCHA;CAMACHILE-ESTRADA;RR;2,400.00;;
ESTRADA;EST TRIPA-LEYTE;RR;3,000.00;;
ALL OTHER STREETS;;RR;2,400.00;;
BARANGAY:;BARANGAY  747 ZONE  81;;;;
ESGUERRA;TAAL-SOUTH SUPERHIGHWAY;RR;3,000.00;;
F  TORRES;G DEL PILAR;RR;5,000.00;;
F  TORRES;G DEL PILAR;CR;10,000.00;;
GREGORIO DEL PILAR;ESGUERRA-F TORRES;RR;2,400.00;;
LEMERY;ESGUERRA-F TORRES;RR;2,400.00;;
SOUTH SUPERHIGHWAY;ESGUERRA-F TORRES;RR;5,000.00;;
SOUTH SUPERHIGHWAY;ESGUERRA-F TORRES;CR;10,000.00;;
BARANGAY:;BARANGAY  748 ZONE  81;;;;
ESGUERRA;TAAL-G DEL PILAR;RR;3,000.00;;
F  TORRES;TAAL-G DEL PILAR;RR;5,000.00;;
F  TORRES;TAAL-G DEL PILAR;CR;10,000.00;;
G DEL PILAR;ESGUERRA-F TORRES;RR;2,400.00;;
TAAL;;RR;2,700.00;;
BARANGAY:;BARANGAY  749 ZONE  81;;;;
DEL PILAR;F  TORRES-ESTRADA;RR;2,400.00;;
ESTRADA;TAAL-SOUTH SUPERHIGHWAY;RR;5,000.00;;
ESTRADA;TAAL-SOUTH SUPERHIGHWAY;CR;10,000.00;;
F  TORRES;TAAL-SOUTH SUPERHIGHWAY;RR;5,000.00;;
F  TORRES;TAAL-SOUTH SUPERHIGHWAY;CR;10,000.00;;
LEMERY;F  TORRES-ESTRADA;RR;2,400.00;;
SOUTH SUPERHIGHWAY;F  TORRES-ESTRADA;RR;5,000.00;;
SOUTH SUPERHIGHWAY;F  TORRES-ESTRADA;CR;10,000.00;;
TAAL;F  TORRES-ESTRADA;RR;2,700.00;;
BARANGAY:;BARANGAY  750 ZONE  81;;;;
ESGUERRA;TAAL-SOUTH SUPERHIGHWAY;RR;3,000.00;;
G DEL PILAR;SAN ANDRES-ESGUERRA;RR;2,400.00;;
SAN ANDRES;EST TRIPA-S SUPERHIGHWAY;RR;5,000.00;;
SAN ANDRES;EST TRIPA-S SUPERHIGHWAY;CR;10,000.00;;
SAN ANDRES;EST TRIPA-S SUPERHIGHWAY;RC;20,000.00;;
SOUTH SUPERHIGHWAY;EST TRIPA-S ESGUERRA;RR;5,000.00;;
SOUTH SUPERHIGHWAY;EST TRIPA-S ESGUERRA;CR;20,000.00;;
TAAL;;RR;2,400.00;;
BARANGAY:;BARANGAY  751 ZONE  81;;;;
ALEJO AQUINO;ARELLANO-F TORRES;RR;2,400.00;;
ARELLANO AVENUE;LEYTE-TAAL;RR;2,400.00;;
ESGUERRA;LEYTE-TAAL;RR;3,100.00;;
ESPIRITU;ESGUERRA-F TORRES;RR;2,700.00;;
F TORRES;ESPIRITU-TAAL;RR;5,000.00;;
F TORRES;ESPIRITU-TAAL;CR;10,000.00;;
LEYTE;ESPIRITU-S SUPERHIGHWAY;RR;2,700.00;;
TAAL;ARELLANO-F TORRES;RR;3,100.00;;
BARANGAY:;BARANGAY  752 ZONE  81;;;;
ALEJO AQUINO;F TORRES-ESTRADA;RR;2,400.00;;
CAMACHILE;JACOBO-LEYTE;RR;2,400.00;;
ESPIRITU;F TORRES-CAMACHILE;RR;2,700.00;;
ESTRADA;F TORRES-CAMACHILE;RR;5,000.00;;
ESTRADA;F TORRES-CAMACHILE;CR;10,000.00;;
F TORRES;JACOBO-TAAL;RR;5,000.00;;
F TORRES;JACOBO-TAAL;CR;10,000.00;;
JACOBO;F TORRES-CAMACHILE;RR;2,700.00;;
LEYTE;F TORRES-ESTRADA;RR;2,700.00;;
TAAL;F TORRES-ESTRADA;RR;2,700.00;;
BARANGAY:;BARANGAY  753 ZONE  81;;;;
ARELLANO AVENUE;LEYTE-C DE AMOR;RR;2,440.00;;
ARELLANO EXTENSION;EST TRIPA-ARELLANO;RR;2,440.00;;
CADENA DE AMOR;EST TRIPA-DIAN;RR;2,440.00;;
DAMA DE NOCHE;LEYTE-C DE AMOR;RR;2,200.00;;
DIAN;F TORRES-ARELLANO;RR;2,400.00;;
ESPIRITU;F TORRES-ARELLANO;RR;2,700.00;;
F TORRES;DIAN-ESPIRITU;RR;5,000.00;;
F TORRES;DIAN-ESPIRITU;CR;10,000.00;;
JACOBO;;RR;2,700.00;;
JASMIN;LEYTE-C DE AMOR;RR;2,200.00;;
BARANGAY:;BARANGAY  754 ZONE  81;;;;
ARELLANO;ARELLANO AVE-DIAN;RR;2,400.00;;
CADENA DE AMOR;EST TRIPA-DIAN;RR;2,400.00;;
DIAN;C DE AMOR-F TORRES;RR;2,400.00;;
F TORRES;ARELLANO AVE-DIAN;RR;5,000.00;;
F TORRES;ARELLANO AVE-DIAN;CR;10,000.00;;
ZAPANTA;EST TRIPA-ARELLANO;RR;2,400.00;;
ALL OTHER STREETS;;RR;2,400.00;;
ALL OTHER STREETS;;CR;10,000.00;;
BARANGAY:;BARANGAY  755 ZONE  82;;;;
ARELLANO AVENUE;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
BAUTISTA;V CRUZ-ZOBEL ROXAS;RR;3,100.00;;
ENRIQUEZ;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
MERCEDES;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
ROXAS;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
VITO CRUZ;ARELLANO-BAUTISTA;RR;5,000.00;;
VITO CRUZ;ARELLANO-BAUTISTA;CR;10,000.00;;
ZOBEL ROXAS AVE;ARELLANO-BAUTISTA;RR;5,400.00;;
BARANGAY:;BARANGAY  756 ZONE  82;;;;
BAUTISTA;V CRUZ-ZOBEL ROXAS;RR;3,100.00;;
CONCHA;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
DIAN;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
FERNANDO;V CRUZ-ZOBEL ROXAS;RR;2,400.00;;
ROXAS;;RR;2,400.00;;
T AYALA;;RR;2,400.00;;
VITO CRUZ;BAUTISTA-DIAN;RR;5,000.00;;
VITO CRUZ;BAUTISTA-DIAN;CR;10,000.00;;
ZOBEL ROXAS AVE;BAUTISTA-DIAN;RR;5,400.00;;
BARANGAY:;BARANGAY  757 ZONE  82;;;;
ALEJO AQUINO;V CRUZ- ZOBEL ROXAS;RR;2,400.00;;
ALFONSO;V CRUZ- ZOBEL ROXAS;RR;2,400.00;;
DIAN;V CRUZ- ZOBEL ROXAS;RR;2,400.00;;
ESPIRITU;V CRUZ- ZOBEL ROXAS;RR;2,700.00;;
JACOBO;V CRUZ- ZOBEL ROXAS;RR;2,700.00;;
VITO CRUZ;DIAN-AQUINO;RR;5,000.00;;
VITO CRUZ;DIAN-AQUINO;CR;10,000.00;;
ZOBEL ROXAS AVE;DIAN-AQUINO;RR;5,400.00;;
BARANGAY:;BARANGAY  758 ZONE  82;;;;
ALEJO AQUINO;V CRUZ- ZOBEL ROXAS;RR;2,400.00;;
G DEL PILAR;V CRUZ- ZOBEL ROXAS;RR;2,400.00;;
SOUTH SUPERHIGHWAY;V CRUZ- ZOBEL ROXAS;RR;5,000.00;;
SOUTH SUPERHIGHWAY;V CRUZ- ZOBEL ROXAS;CR;10,000.00;;
TAAL;V CRUZ- ZOBEL ROXAS;RR;2,700.00;;
VITO CRUZ;A AQUINO- S S HIGHWAY;RR;5,000.00;;
VITO CRUZ;A AQUINO- S S HIGHWAY;CR;10,000.00;;
ZOBEL ROXAS AVE;A AQUINO- S S HIGHWAY;RR;5,400.00;;
BARANGAY:;BARANGAY  759 ZONE  82;;;;
ALEJO AQUINO;ESTRADA-V CRUZ;RR;2,400.00;;
ESTRADA;A AQUINO- S S HIGHWAY;RR;5,000.00;;
ESTRADA;A AQUINO- S S HIGHWAY;CR;10,000.00;;
G DEL PILAR;ESTRADA-V CRUZ;RR;2,400.00;;
LEMERY;ESTRADA-V CRUZ;RR;2,400.00;;
SOUTH SUPERHIGHWAY;ESTRADA-V CRUZ;RR;5,000.00;;
SOUTH SUPERHIGHWAY;ESTRADA-V CRUZ;CR;10,000.00;;
TAAL;ESTRADA-V CRUZ;RR;2,700.00;;
VITO CRUZ;A AQUINO- S S HIGHWAY;RR;5,000.00;;
VITO CRUZ;A AQUINO- S S HIGHWAY;RR;10,000.00;;
BARANGAY:;BARANGAY  760 ZONE  82;;;;
ALEJO AQUINO;ESTRADA-V CRUZ;RR;2,400.00;;
C AYALA;DIAN-ESPIRITU;RR;2,400.00;;
CONSUELO;DIAN-ESPIRITU;RR;2,400.00;;
DIAN;ESTRADA-V CRUZ;RR;2,400.00;;
DON PEDRO;DIAN-A AQUINO;RR;2,400.00;;
ESPIRITU;ESTRADA-V CRUZ;RR;2,700.00;;
ESTRADA;DIAN-A AQUINO;RR;5,000.00;;
ESTRADA;DIAN-A AQUINO;CR;10,000.00;;
VITO CRUZ;DIAN-A AQUINO;RR;5,000.00;;
VITO CRUZ;DIAN-A AQUINO;CR;10,000.00;;
BARANGAY:;BARANGAY  761 ZONE  82;;;;
BAUTISTA;ESTRADA-V CRUZ;RR;3,100.00;;
C AYALA;BAUTISTA-DIAN;RR;2,400.00;;
CONSUELO;BAUTISTA-DIAN;RR;2,400.00;;
DIAN;ESTRADA-V CRUZ;RR;2,400.00;;
DON PEDRO;BAUTISTA-DIAN;RR;2,400.00;;
ESTRADA;BAUTISTA-DIAN;RR;5,000.00;;
ESTRADA;BAUTISTA-DIAN;CR;10,000.00;;
VITO CRUZ;BAUTISTA-DIAN;RR;5,000.00;;
VITO CRUZ;BAUTISTA-DIAN;CR;10,000.00;;
BARANGAY:;BARANGAY  762 ZONE  82;;;;
ARELLANO AVENUE;ESTRADA-VITO CRUZ;RR;2,400.00;;
BAUTISTA;ESTRADA-VITO CRUZ;RR;3,100.00;;
C AYALA;EST TRIPA-BAUTISTA;RR;2,400.00;;
CONSUELO;EST TRIPA-BAUTISTA;RR;2,400.00;;
DON PEDRO;EST TRIPA-BAUTISTA;RR;2,400.00;;
ESTRADA;EST TRIPA-BAUTISTA;RR;5,000.00;;
ESTRADA;EST TRIPA-BAUTISTA;CR;10,000.00;;
VITO CRUZ;EST TRIPA-BAUTISTA;RR;5,000.00;;
VITO CRUZ;EST TRIPA-BAUTISTA;CR;10,000.00;;
BARANGAY:;BARANGAY  763 ZONE  83;;;;
AMATISTA;ESTRADA-ZOBEL ROXAS;RR;3,200.00;;
CORAL;ESTRADA-ZOBEL ROXAS;RR;2,200.00;;
ESTRADA;AMATISTA-ZAPIRO;RR;5,000.00;;
ESTRADA;AMATISTA-ZAPIRO;CR;10,000.00;;
NAKAR;ESTRADA-ZOBEL ROXAS;RR;2,900.00;;
RUBI;ESTRADA-ZOBEL ROXAS;RR;2,200.00;;
ZAPIRO;ESTRADA-ZOBEL ROXAS;RR;2,200.00;;
ZOBEL ROXAS AVE;AMATISTA-ZAPIRO;RR;5,400.00;;
BARANGAY:;BARANGAY  764 ZONE  83;;;;
AGATA;ESTRADA-Z ROXAS;RR;2,200.00;;
AMATISTA;ESTRADA-Z ROXAS;RR;3,200.00;;
ESMERALDA;ESTRADA-Z ROXAS;RR;2,200.00;;
ESTRADA;RAILROAD-AMATISTA;RR;5,000.00;;
ESTRADA;RAILROAD-AMATISTA;CR;10,000.00;;
GRANITO;S S HIGHWAY-PERLA;RR;2,200.00;;
MARMOL;S S HIGHWAY-PERLA;RR;2,200.00;;
OPALO;ESTRADA-ROXAS;RR;2,500.00;;
PERLA;ESTRADA-ROXAS;RR;2,200.00;;
VITO CRUZ;;RR;5,000.00;;
VITO CRUZ;;CR;10,000.00;;
ZOBEL ROXAS AVENUE;RAILROAD-AMATISTA;RR;5,400.00;;
BARANGAY:;BARANGAY  765 ZONE  83;;;;
ALABASTRO;ESTRADA-Z ROXAS;RR;2,200.00;;
CRISOLITA;ESTRADA-Z ROXAS;RR;2,200.00;;
ESTRADA;ZAPIRO-CRISOLITA;RR;5,000.00;;
ESTRADA;ZAPIRO-CRISOLITA;CR;10,000.00;;
TOPACIO;ESTRADA-Z ROXAS;RR;2,200.00;;
ZAPIRO;ESTRADA-Z ROXAS;RR;2,200.00;;
ZOBEL ROXAS AVENUE;ZAPIRO-CRISOLITA;RR;5,400.00;;
BARANGAY:;BARANGAY  766 ZONE  83;;;;
CONCHA;ESTRADA-Z ROXAS;RR;2,500.00;;
CRISOLITA;ESTRADA-Z ROXAS;RR;2,200.00;;
ESTRADA;CRISOLITA-RIVERA;RR;5,000.00;;
ESTRADA;CRISOLITA-RIVERA;CR;10,000.00;;
GRANATE;ESTRADA-Z ROXAS;RR;2,200.00;;
RIVERA;ESTRADA-Z ROXAS;RR;2,700.00;;
ZOBEL ROXAS AVENUE;CRISOLITA-RIVERA;RR;5,400.00;;
BARANGAY:;BARANGAY  767 ZONE  83;;;;
ALABASTRO;F TORRES-ESTRADA;RR;2,200.00;;
CRISOLITA;F TORRES-ESTRADA;RR;2,900.00;;
ESTRADA;ZAPIRO-RIVERA;RR;5,000.00;;
ESTRADA;ZAPIRO-RIVERA;CR;10,000.00;;
P TORRES;ZAPIRO-RIVERA;RR;2,700.00;;
RIVERA;F TORRES-ESTRADA;RR;2,700.00;;
TOPACIO;F TORRES-ESTRADA;RR;2,200.00;;
ZAPIRO;F TORRES-ESTRADA;RR;2,200.00;;
BARANGAY:;BARANGAY  768 ZONE  83;;;;
AMATISTA;F TORRES-ESTRADA;RR;2,200.00;;
CORAL;AMATISTA-ZAPIRO;RR;2,200.00;;
ESTRADA;AMATISTA-ZAPIRO;RR;5,000.00;;
ESTRADA;AMATISTA-ZAPIRO;CR;10,000.00;;
F TORRES;AMATISTA-ZAPIRO;RR;5,000.00;;
F TORRES;F TORRES-ESTRADA;CR;10,000.00;;
NAKAR;F TORRES-ESTRADA;RR;2,500.00;;
RUBI;F TORRES-ESTRADA;RR;2,200.00;;
ZAPIRO;F TORRES-ESTRADA;RR;2,200.00;;
BARANGAY:;BARANGAY  769 ZONE  83;;;;
AGATA;F TORRES-ESTRADA;RR;2,200.00;;
AMATISTA;F TORRES-ESTRADA;RR;3,200.00;;
ESMERALDA;F TORRES-ESTRADA;RR;2,200.00;;
ESTRADA;RAILROAD-AMATISTA;RR;5,000.00;;
ESTRADA;RAILROAD-AMATISTA;CR;10,000.00;;
F TORRES;RAILROAD-AMATISTA;RR;5,000.00;;
F TORRES;RAILROAD-AMATISTA;CR;10,000.00;;
MADRE;F TORRES-ESTRADA;RR;2,200.00;;
OPALO;F TORRES-ESTRADA;RR;2,200.00;;
BARANGAY:;BARANGAY  770 ZONE  84;;;;
ELORIAGA;F TORRES-Z ROXAS;RR;2,700.00;;
ESTRADA;TENORIO-ELORIAGA;RR;5,000.00;;
ESTRADA;TENORIO-ELORIAGA;CR;10,000.00;;
F TORRES;TENORIO-ELORIAGA;RR;5,000.00;;
F TORRES;TENORIO-ELORIAGA;CR;10,000.00;;
ORO B;F TORRES-ESTRADA;RR;2,700.00;;
ORO B;ESTRADA-Z ROXAS;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
TENORIO;ESTRADA-Z ROXAS;RR;2,200.00;;
TENORIO;F TORRES-ESTRADA;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ZOBEL ROXAS AVE;TENORIO-ELORIAGA;RR;5,400.00;;
BARANGAY:;BARANGAY  771 ZONE  84;;;;
CONG A FRANCISCO;SANTOS-RAYMUNDO;RR;5,000.00;;
CONG A FRANCISCO;SANTOS-RAYMUNDO;CR;10,000.00;;
F TORRES;SANTOS-RAYMUNDO;RR;5,000.00;;
F TORRES;SANTOS-RAYMUNDO;CR;10,000.00;;
G SANTOS RIVERA;;RR;3,100.00;;
CHROMIUM;;APD;AREA FOR PRIORITY DEVELOPMENT;;
MARINA;;APD;AREA FOR PRIORITY DEVELOPMENT;;
RADIUM;;APD;AREA FOR PRIORITY DEVELOPMENT;;
BARANGAY:;BARANGAY  772 ZONE  84;;;;
CONG A FRANCISCO;ORO A-TENORIO;RR;5,000.00;;
CONG A FRANCISCO;ORO A-TENORIO;CR;10,000.00;;
ESTRADA;RIVERA-ELORIAGA;RR;5,000.00;;
ESTRADA;RIVERA-ELORIAGA;CR;10,000.00;;
NICKEL;CONG A FRANCISCO;RR;2,400.00;;
ORO A;ESTRADA-ROXAS;RR;2,400.00;;
ORO A;FRANCISCO-ESTRADA;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
TENORIO;ESTRADA-ROXAS;RR;2,400.00;;
TENORIO;FRANCISCO-ESTRADA;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ZOBEL ROXAS AVE;ORO A-TENORIO;RR;5,400.00;;
BARANGAY:;BARANGAY  773 ZONE  84;;;;
CONG A FRNACISCO;RAYMUNDO-ORO A;RR;5,000.00;;
CONG A FRNACISCO;RAYMUNDO-ORO A;CR;10,000.00;;
ESTRADA;RAYMUNDO-ORO A;RR;5,000.00;;
ESTRADA;RAYMUNDO-ORO A;CR;10,000.00;;
ORO A;ESTRADA-Z ROXAS;RR;2,900.00;;
RAYMUNDO;ESTRADA-Z ROXAS;RR;2,500.00;;
RAYMUNDO;FRANCISCO-ESTRADA;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
ZOBEL ROXAS AVE;RAYMUNDO-ORO A;RR;5,400.00;;
BARANGAY:;BARANGAY  774 ZONE  84;;;;
CONG A FRANCISCO;TENORIO-ELIZAGA;RR;5,000.00;;
CONG A FRANCISCO;TENORIO-ELIZAGA;CR;10,000.00;;
ELORIAGA;CONG A FRANCISCO;RR;2,200.00;;
F TORRES;TENORIO-ELIZAGA;RR;5,000.00;;
F TORRES;TENORIO-ELIZAGA;CR;10,000.00;;
ORO B;FRANCISCO- F TORRES;APD;0.00;AREA FOR PRIORITY DEVELOPMENT;
